Year;Company code;Function;TRIR;LTIR
2017;OVERALL   ;Unspecified;0,63;0,15
2017;P         ;Construction;0;0
2017;P         ;Drilling;1,13;0,56
2017;P         ;Exploration;0,59;0
2017;P         ;Production;1,99;0,5
2017;P         ;Unspecified;0,28;0,28
2017;PP        ;Unspecified;0;0
2017;Q         ;Drilling;0;0
2017;Q         ;Exploration;0;0
2017;Q         ;Production;2,04;1,16
2017;Q         ;Unspecified;0,27;0
2017;QQ        ;Construction;0;0
2017;QQ        ;Drilling;0;0
2017;QQ        ;Production;0;0
2017;QQ        ;Unspecified;0;0
2017;R         ;Construction;0;0
2017;R         ;Drilling;1,86;0,93
2017;R         ;Exploration;0;0
2017;R         ;Production;0,52;0
2017;RR        ;Production;0;0
2017;S         ;Construction;0,74;0
2017;S         ;Drilling;4,5;0,9
2017;S         ;Exploration;2,46;0
2017;S         ;Production;1,33;0,33
2017;S         ;Unspecified;1,9;0,48
2017;T         ;Construction;0,83;0,47
2017;T         ;Drilling;1,05;0,35
2017;T         ;Exploration;0;0
2017;T         ;Production;0,75;0,25
2017;T         ;Unspecified;1,37;0,15
2017;U         ;Construction;0;0
2017;U         ;Drilling;4,74;0,68
2017;U         ;Exploration;0;0
2017;U         ;Production;0,89;0,3
2017;U         ;Unspecified;0;0
2017;V         ;Construction;1,41;0,12
2017;V         ;Drilling;1,75;0,39
2017;V         ;Exploration;0,62;0,21
2017;V         ;Production;1,02;0,3
2017;V         ;Unspecified;0,51;0,16
2017;W         ;Construction;2,74;0,91
2017;W         ;Production;0;0
2017;X         ;Construction;0,19;0
2017;X         ;Drilling;1,51;0,29
2017;X         ;Exploration;0;0
2017;X         ;Production;1,28;0,26
2017;X         ;Unspecified;0,87;0,2
2017;Y         ;Construction;1,32;0,15
2017;Y         ;Drilling;6,68;2,67
2017;Y         ;Production;3,21;1,61
2017;Y         ;Unspecified;1,66;0,26
2017;Z         ;Construction;0;0
2017;Z         ;Drilling;5,88;1,18
2017;Z         ;Exploration;4,12;0
2017;Z         ;Production;1,23;0,15
2017;Z         ;Unspecified;0;0
2018;00        ;Drilling;0;0
2018;00        ;Unspecified;0;0
2018;A         ;Construction;0;0
2018;A         ;Drilling;0;0
2018;A         ;Production;4,38;2,5
2018;A         ;Unspecified;1,07;0
2018;AA        ;Construction;0;0
2018;AA        ;Drilling;2,8;0,7
2018;AA        ;Production;1,2;0,2
2018;AA        ;Unspecified;0;0
2018;B         ;Construction;3,09;3,09
2018;B         ;Drilling;4,42;2,95
2018;B         ;Production;0,47;0,47
2018;B         ;Unspecified;0;0
2018;BB        ;Construction;0,09;0
2018;BB        ;Drilling;0,67;0,49
2018;BB        ;Exploration;0;0
2018;BB        ;Production;0,4;0,17
2018;BB        ;Unspecified;0,14;0,07
2018;C         ;Construction;2,96;0,89
2018;C         ;Production;1,75;0,78
2018;CC        ;Construction;6,9;0
2018;CC        ;Drilling;2,88;0,36
2018;CC        ;Exploration;1,05;0
2018;CC        ;Production;1,35;0,45
2018;CC        ;Unspecified;0;0
2018;D         ;Drilling;2,81;2,5
2018;D         ;Production;0,23;0,23
2018;DD        ;Construction;0,54;0,54
2018;DD        ;Drilling;1;0
2018;DD        ;Exploration;9,7;0
2018;DD        ;Production;0,73;0,73
2018;DD        ;Unspecified;0;0
2018;E         ;Construction;2,1;0,49
2018;E         ;Drilling;2,94;1,61
2018;E         ;Exploration;0;0
2018;E         ;Production;3,31;1,11
2018;E         ;Unspecified;0,74;0
2018;EE        ;Construction;0,46;0
2018;EE        ;Drilling;2,64;0,21
2018;EE        ;Exploration;0,44;0
2018;EE        ;Production;1,28;0,2
2018;EE        ;Unspecified;0,5;0,04
2018;F         ;Construction;2,22;1,15
2018;F         ;Drilling;2,16;1,26
2018;F         ;Exploration;1,27;1,27
2018;F         ;Production;1,17;0,59
2018;F         ;Unspecified;0,78;0,39
2018;FF        ;Construction;0,17;0,05
2018;FF        ;Drilling;0,56;0,45
2018;FF        ;Exploration;0;0
2018;FF        ;Production;0,37;0,19
2018;FF        ;Unspecified;0,09;0,02
2018;G         ;Drilling;0,88;0,08
2018;G         ;Exploration;0,59;0
2018;G         ;Production;4,29;1,33
2018;G         ;Unspecified;1,71;0,24
2018;GG        ;Construction;0,13;0
2018;GG        ;Drilling;0,89;0,22
2018;GG        ;Exploration;2,7;2,7
2018;GG        ;Production;0,45;0,11
2018;GG        ;Unspecified;0,58;0,29
2018;H         ;Construction;0;0
2018;H         ;Drilling;3,14;0,86
2018;H         ;Exploration;4,92;2,73
2018;H         ;Production;2,98;0,77
2018;H         ;Unspecified;0,24;0
2018;HH        ;Construction;0;0
2018;HH        ;Production;0,86;0,17
2018;I         ;Construction;3,69;1,85
2018;I         ;Drilling;2,6;1,3
2018;I         ;Production;8,59;0,51
2018;I         ;Unspecified;0,25;0
2018;II        ;Construction;0,5;0,09
2018;II        ;Drilling;1,69;0,39
2018;II        ;Production;1,29;0,15
2018;II        ;Unspecified;0,35;0
2018;J         ;Drilling;2,7;1,35
2018;J         ;Exploration;9,35;0
2018;J         ;Unspecified;0;0
2018;JJ        ;Construction;0,22;0,11
2018;JJ        ;Drilling;1,76;1,76
2018;JJ        ;Production;0,84;0
2018;JJ        ;Unspecified;0,17;0
2018;K         ;Construction;2,34;0,58
2018;K         ;Drilling;2,23;0,64
2018;K         ;Exploration;0;0
2018;K         ;Production;3,13;0,36
2018;K         ;Unspecified;1,3;0,52
2018;KK        ;Construction;0,08;0,04
2018;KK        ;Drilling;1,26;0,23
2018;KK        ;Exploration;0;0
2018;KK        ;Production;0,32;0,15
2018;KK        ;Unspecified;0,27;0,09
2018;L         ;Construction;2,05;0,23
2018;L         ;Drilling;1,17;0,58
2018;L         ;Production;1;0,56
2018;L         ;Unspecified;0;0
2018;LL        ;Construction;0,84;0,05
2018;LL        ;Drilling;1,12;0,13
2018;LL        ;Exploration;0;0
2018;LL        ;Production;1,02;0,14
2018;LL        ;Unspecified;0,3;0,04
2018;M         ;Construction;0;0
2018;M         ;Drilling;0,99;0
2018;M         ;Exploration;3,5;3,5
2018;M         ;Production;9,34;0
2018;M         ;Unspecified;0,91;0,61
2018;MM        ;Construction;1,68;0
2018;MM        ;Drilling;1,63;0,47
2018;MM        ;Production;0,42;0
2018;MM        ;Unspecified;0,66;0
2018;N         ;Drilling;6;1,2
2018;N         ;Unspecified;0,78;0,31
2018;NN        ;Construction;0,3;0,04
2018;NN        ;Drilling;1,1;0,25
2018;NN        ;Production;0,39;0,05
2018;NN        ;Unspecified;0,74;0
2018;O         ;Construction;0;0
2018;O         ;Drilling;1,73;0,39
2018;O         ;Exploration;0;0
2018;O         ;Production;2,09;0,48
2018;O         ;Unspecified;0,36;0,36
2018;OVERALL   ;Construction;0,71;0,15
2018;OVERALL   ;Drilling;1,7;0,47
2018;OVERALL   ;Exploration;1,38;0,38
2018;OVERALL   ;OVERALL;0,99;0,26
2018;OVERALL   ;Production;1,16;0,32
2018;OVERALL   ;Unspecified;0,54;0,14
2018;P         ;Construction;0,32;0,11
2018;P         ;Drilling;2,79;0,81
2018;P         ;Exploration;0;0
2018;P         ;Production;1,12;0,27
2018;P         ;Unspecified;1,31;0,5
2018;PP        ;Drilling;2,97;0
2018;PP        ;Production;2,03;0
2018;PP        ;Unspecified;0;0
2018;Q         ;Construction;0,77;0,15
2018;Q         ;Drilling;1,86;0,5
2018;Q         ;Exploration;1,11;0,14
2018;Q         ;Production;1,18;0,4
2018;Q         ;Unspecified;0,47;0,29
2018;QQ        ;Construction;0,83;0
2018;QQ        ;Drilling;11,08;0
2018;QQ        ;Production;4,78;0
2018;QQ        ;Unspecified;2,55;0
2018;R         ;Construction;0,97;0
2018;R         ;Drilling;1,17;0,59
2018;R         ;Exploration;0;0
2018;R         ;Production;0,79;0,23
2018;R         ;Unspecified;0,51;0,25
2018;RR        ;Drilling;0;0
2018;S         ;Construction;2,27;0,16
2018;S         ;Drilling;6,54;0,5
2018;S         ;Exploration;2,14;0
2018;S         ;Production;4,18;0,35
2018;S         ;Unspecified;2,28;0
2018;T         ;Construction;2,56;0,34
2018;T         ;Drilling;1,27;0
2018;T         ;Exploration;0;0
2018;T         ;Production;1,21;0,61
2018;T         ;Unspecified;0;0
2018;U         ;Construction;1,41;0,05
2018;U         ;Drilling;0;0
2018;U         ;Production;3,94;0,66
2018;U         ;Unspecified;2,47;0,87
2018;V         ;Drilling;0;0
2018;V         ;Production;1,03;0,77
2018;V         ;Unspecified;0,35;0
2018;W         ;Drilling;15,81;0
2018;W         ;Production;0,97;0,32
2018;X         ;Drilling;0,69;0
2018;X         ;Production;0,93;0,46
2018;X         ;Unspecified;0;0
2018;Y         ;Unspecified;0,81;0,22
2018;Z         ;Construction;0,62;0,1
2018;Z         ;Drilling;1,3;0,27
2018;Z         ;Exploration;0,85;0
2018;Z         ;Production;1,17;0,15
2018;Z         ;Unspecified;0,59;0,32
2019;A         ;Drilling;5,68;5,68
2019;A         ;Exploration;1,86;1,86
2019;AA        ;Construction;0;0
2019;AA        ;Drilling;2,53;1,26
2019;AA        ;Production;1,88;0,31
2019;AA        ;Unspecified;0;0
2019;B         ;Construction;0;0
2019;B         ;Drilling;5,56;2,22
2019;B         ;Production;5,32;1,06
2019;BB        ;Construction;0,75;0
2019;BB        ;Drilling;1,02;0,51
2019;BB        ;Exploration;1,35;1,35
2019;BB        ;Production;0,56;0,19
2019;BB        ;Unspecified;0;0
2019;C         ;Drilling;2,05;2,05
2019;C         ;Production;1,86;0,93
2019;CC        ;Construction;0,82;0,14
2019;CC        ;Drilling;1,08;0
2019;CC        ;Production;1,64;0,55
2019;CC        ;Unspecified;0,66;0,22
2019;D         ;Unspecified;3,09;1,03
2019;DD        ;Construction;1,7;0,57
2019;DD        ;Drilling;0;0
2019;DD        ;Exploration;0;0
2019;DD        ;Production;1,07;0
2019;DD        ;Unspecified;0,39;0,19
2019;E         ;Unspecified;2,25;1
2019;EE        ;Construction;0,65;0,19
2019;EE        ;Drilling;0,71;0,1
2019;EE        ;Exploration;0,39;0
2019;EE        ;Production;1,44;0,22
2019;EE        ;Unspecified;0,48;0,2
2019;F         ;Construction;3,21;1,6
2019;F         ;Drilling;2,83;1,33
2019;F         ;Exploration;3,08;1,54
2019;F         ;Production;2,22;0,68
2019;F         ;Unspecified;0;0
2019;FF        ;Construction;0,35;0,01
2019;FF        ;Drilling;1,91;0,66
2019;FF        ;Production;1,24;0,27
2019;FF        ;Unspecified;0,45;0,15
2019;G         ;Construction;1,84;0,4
2019;G         ;Drilling;3,44;1,51
2019;G         ;Exploration;1,65;0,66
2019;G         ;Production;2,98;1,05
2019;GG        ;Construction;1,22;0,22
2019;GG        ;Drilling;2,9;0,28
2019;GG        ;Exploration;0;0
2019;GG        ;Production;0,86;0,15
2019;GG        ;Unspecified;1,39;0,17
2019;H         ;Production;2,11;0,66
2019;HH        ;Construction;0,27;0,13
2019;HH        ;Drilling;0,45;0,32
2019;HH        ;Exploration;0;0
2019;HH        ;Production;0,37;0,12
2019;HH        ;Unspecified;0,16;0,11
2019;I         ;Drilling;2,39;0,99
2019;I         ;Exploration;8,17;3,27
2019;I         ;Production;1,17;0,49
2019;I         ;Unspecified;0;0
2019;II        ;Construction;0,06;0,02
2019;II        ;Drilling;0,7;0,35
2019;II        ;Exploration;0;0
2019;II        ;Production;0,48;0,25
2019;II        ;Unspecified;0,14;0,04
2019;J         ;Unspecified;;0,59
2019;JJ        ;Unspecified;0,77;0,15
2019;K         ;Drilling;0;0
2019;K         ;Production;1,3;0,52
2019;K         ;Unspecified;0,78;0,78
2019;KK        ;Construction;0;0
2019;KK        ;Drilling;1,87;0
2019;KK        ;Production;0,62;0,15
2019;KK        ;Unspecified;0;0
2019;L         ;Construction;2,19;0,82
2019;L         ;Drilling;4,42;1,97
2019;L         ;Production;1,06;0,3
2019;L         ;Unspecified;0,71;0,71
2019;LL        ;Construction;0,03;0,01
2019;LL        ;Drilling;1,47;0,28
2019;LL        ;Exploration;0,64;0
2019;LL        ;Production;0,28;0,16
2019;LL        ;Unspecified;0,32;0,08
2019;M         ;Unspecified;3,3;0,55
2019;MM        ;Drilling;2,23;0,74
2019;MM        ;Exploration;0;0
2019;MM        ;Production;0,59;0
2019;MM        ;Unspecified;0,26;0
2019;N         ;Construction;7,09;7,09
2019;N         ;Drilling;6,25;0
2019;N         ;Production;1,32;0
2019;NN        ;Construction;0;0
2019;NN        ;Drilling;0,65;0,26
2019;NN        ;Exploration;0;0
2019;NN        ;Production;0,28;0,15
2019;NN        ;Unspecified;0,17;0
2019;O         ;Construction;0,79;0,53
2019;O         ;Drilling;1,38;0,71
2019;O         ;Exploration;0,99;0,99
2019;O         ;Production;0,83;0,42
2019;OO        ;Construction;1,88;0
2019;OO        ;Drilling;0,45;0,22
2019;OO        ;Exploration;7,46;0
2019;OO        ;Production;0,63;0,06
2019;OO        ;Unspecified;0,25;0
2019;OVERALL   ;Construction;0,67;0,13
2019;OVERALL   ;Drilling;1,8;0,47
2019;OVERALL   ;Exploration;1,29;0,66
2019;OVERALL   ;OVERALL;0,92;0,24
2019;OVERALL   ;Production;0,92;0,27
2019;OVERALL   ;Unspecified;0,57;0,12
2019;P         ;Construction;0,79;0,11
2019;P         ;Drilling;2,88;0,89
2019;P         ;Exploration;0;0
2019;P         ;Production;1,28;0,38
2019;P         ;Unspecified;1,85;0,46
2019;PP        ;Construction;0,94;0,09
2019;PP        ;Drilling;1,97;0,17
2019;PP        ;Exploration;1,55;0,78
2019;PP        ;Production;0,75;0,06
2019;PP        ;Unspecified;0,39;0,03
2019;Q         ;Construction;0;0
2019;Q         ;Drilling;4,79;0
2019;Q         ;Exploration;0;0
2019;Q         ;Production;5,68;0,95
2019;Q         ;Unspecified;0,75;0,37
2019;QQ        ;Construction;0,39;0,06
2019;QQ        ;Drilling;1,12;0,18
2019;QQ        ;Production;0,44;0,03
2019;QQ        ;Unspecified;0,51;0
2019;R         ;Construction;0;0
2019;R         ;Drilling;0,51;0,51
2019;R         ;Exploration;0;0
2019;R         ;Production;1,56;0,52
2019;R         ;Unspecified;0;0
2019;RR        ;Construction;0,35;0,09
2019;RR        ;Drilling;1,12;0
2019;RR        ;Production;0,44;0,06
2019;RR        ;Unspecified;0,15;0
2019;S         ;Drilling;0,65;0
2019;S         ;Production;0,69;0,48
2019;SS        ;Drilling;0;0
2019;SS        ;Unspecified;0;0
2019;T         ;Construction;1,42;0,32
2019;T         ;Drilling;7,6;0,81
2019;T         ;Exploration;3,28;1,64
2019;T         ;Production;2,46;0,3
2019;T         ;Unspecified;1,69;0,11
2019;TT        ;Drilling;2,24;0
2019;TT        ;Unspecified;0;0
2019;U         ;Drilling;1,09;1,09
2019;U         ;Exploration;0,65;0
2019;U         ;Production;0,47;0,47
2019;U         ;Unspecified;1,52;0
2019;UU        ;Drilling;1,76;0
2019;UU        ;Unspecified;0;0
2019;V         ;Drilling;0;0
2019;V         ;Exploration;0;0
2019;V         ;Production;4,97;1,66
2019;V         ;Unspecified;0;0
2019;W         ;Construction;0,37;0
2019;W         ;Drilling;1,51;0
2019;W         ;Production;3,38;0,53
2019;W         ;Unspecified;0,3;0,3
2019;X         ;Construction;0,97;0,14
2019;X         ;Drilling;1,71;0,57
2019;X         ;Exploration;1,01;0,34
2019;X         ;Production;0,85;0,31
2019;X         ;Unspecified;0,53;0
2019;Y         ;Construction;1,52;0
2019;Y         ;Drilling;0,85;0
2019;Y         ;Exploration;4,24;1,06
2019;Y         ;Production;2,41;0,6
2019;Y         ;Unspecified;0,77;0
2019;Z         ;Construction;1,62;0,09
2019;Z         ;Drilling;4,1;0,63
2019;Z         ;Exploration;2,79;0
2019;Z         ;Production;2,1;0,25
2019;Z         ;Unspecified;0,56;0,56
2020;A         ;Drilling;0;0
2020;A         ;Exploration;0;0
2020;A         ;Production;5,25;5,25
2020;AA        ;Unspecified;3,52;0,21
2020;B         ;Drilling;4,76;4,76
2020;B         ;Exploration;1,9;1,9
2020;BB        ;Unspecified;0,6;0,18
2020;C         ;Construction;0;0
2020;C         ;Drilling;2,08;1,56
2020;C         ;Production;3,74;1,36
2020;C         ;Unspecified;1,15;0,69
2020;CC        ;Construction;0,2;0,02
2020;CC        ;Drilling;1,69;0,59
2020;CC        ;Production;0,98;0,27
2020;CC        ;Unspecified;0,09;0
2020;D         ;Drilling;2,64;2,11
2020;D         ;Production;0,8;0,62
2020;DD        ;Construction;0,61;0,26
2020;DD        ;Drilling;1,58;0,24
2020;DD        ;Production;0,84;0
2020;DD        ;Unspecified;0,21;0
2020;E         ;Construction;0;0
2020;E         ;Drilling;3,35;1,12
2020;E         ;Production;1,94;0,97
2020;E         ;Unspecified;0;0
2020;EE        ;Construction;0,72;0,72
2020;EE        ;Drilling;0,7;0,23
2020;EE        ;Exploration;0;0
2020;EE        ;Production;0,29;0,1
2020;EE        ;Unspecified;0;0
2020;F         ;Construction;1,71;0,26
2020;F         ;Drilling;3,97;2,03
2020;F         ;Exploration;1,16;0
2020;F         ;Production;2,5;1,06
2020;FF        ;Construction;0,68;0,09
2020;FF        ;Drilling;1,11;0,09
2020;FF        ;Exploration;0;0
2020;FF        ;Production;0,79;0,15
2020;FF        ;Unspecified;0,4;0,04
2020;G         ;Drilling;1,98;1,98
2020;G         ;Unspecified;0;0
2020;GG        ;Construction;1,05;0,21
2020;GG        ;Drilling;1,25;0,62
2020;GG        ;Production;0,23;0,04
2020;GG        ;Unspecified;0,48;0
2020;H         ;Production;0;0
2020;H         ;Unspecified;1,02;0,76
2020;HH        ;Construction;0,59;0,11
2020;HH        ;Drilling;1,69;0,35
2020;HH        ;Exploration;0;0
2020;HH        ;Production;0,58;0,13
2020;HH        ;Unspecified;0,39;0,05
2020;I         ;Production;1,45;0,68
2020;II        ;Drilling;0;0
2020;II        ;Exploration;0;0
2020;II        ;Production;0,25;0,11
2020;II        ;Unspecified;0;0
2020;J         ;Construction;1,96;0,59
2020;J         ;Drilling;4,15;0,36
2020;J         ;Exploration;0;0
2020;J         ;Production;2,98;0,62
2020;J         ;Unspecified;1,16;0,29
2020;JJ        ;Construction;0,07;0,03
2020;JJ        ;Drilling;0,51;0,25
2020;JJ        ;Exploration;0;0
2020;JJ        ;Production;0,3;0,12
2020;JJ        ;Unspecified;0,1;0,04
2020;K         ;Construction;0;0
2020;K         ;Drilling;4,96;1,65
2020;K         ;Exploration;0;0
2020;K         ;Production;2,54;0,91
2020;K         ;Unspecified;0,3;0,1
2020;KK        ;Construction;0,07;0,01
2020;KK        ;Drilling;1,33;0,24
2020;KK        ;Exploration;0,43;0
2020;KK        ;Production;0,27;0,13
2020;KK        ;Unspecified;0,21;0
2020;L         ;Construction;8,4;8,4
2020;L         ;Drilling;1,83;1,83
2020;L         ;Production;0,38;0,19
2020;L         ;Unspecified;0;0
2020;LL        ;Construction;0,09;0
2020;LL        ;Drilling;0,43;0,18
2020;LL        ;Exploration;;0
2020;LL        ;Production;0,21;0,08
2020;LL        ;Unspecified;;0,07
2020;M         ;Construction;1,8;0,9
2020;M         ;Drilling;7;2,8
2020;M         ;Production;0,75;0,28
2020;M         ;Unspecified;0,44;0
2020;MM        ;Construction;0,1;0,01
2020;MM        ;Drilling;1,08;0,34
2020;MM        ;Production;0,34;0,07
2020;MM        ;Unspecified;0,09;0
2020;N         ;Construction;0,45;0,3
2020;N         ;Drilling;1,11;0,74
2020;N         ;Exploration;0;0
2020;N         ;Production;0,77;0,4
2020;NN        ;Construction;0,43;0
2020;NN        ;Drilling;2,69;0
2020;NN        ;Exploration;0;0
2020;NN        ;Production;0,96;0,16
2020;NN        ;Unspecified;0,63;0
2020;O         ;Unspecified;1,17;0,39
2020;OO        ;Drilling;0;0
2020;OO        ;Unspecified;0;0
2020;OVERALL   ;Construction;0,49;0,12
2020;OVERALL   ;Drilling;1,47;0,47
2020;OVERALL   ;Exploration;0,87;0,42
2020;OVERALL   ;OVERALL;0,7;0,22
2020;OVERALL   ;Production;0,72;0,24
2020;OVERALL   ;Unspecified;0,42;0,12
2020;P         ;Unspecified;1,48;0,37
2020;PP        ;Construction;0;0
2020;PP        ;Drilling;8,7;0
2020;PP        ;Production;0;0
2020;PP        ;Unspecified;0;0
2020;Q         ;Construction;0;0
2020;Q         ;Drilling;1,89;0
2020;Q         ;Production;1,11;0,74
2020;Q         ;Unspecified;0;0
2020;QQ        ;Unspecified;0;0
2020;R         ;Exploration;8,87;2,18
2020;R         ;Production;0,82;0,21
2020;R         ;Unspecified;0;0
2020;RR        ;Drilling;;0
2020;RR        ;Production;2,42;0
2020;S         ;Unspecified;0,41;0,28
2020;SS        ;Construction;0;0
2020;SS        ;Drilling;0;0
2020;SS        ;Exploration;0;0
2020;SS        ;Production;3,51;0
2020;SS        ;Unspecified;0;0
2020;T         ;Construction;0;0
2020;T         ;Drilling;2,8;1,4
2020;T         ;Production;4,33;0,22
2020;T         ;Unspecified;0,74;0,19
2020;TT        ;Construction;0;0
2020;TT        ;Drilling;0;0
2020;TT        ;Production;0,86;0
2020;U         ;Construction;1,35;0,34
2020;U         ;Drilling;2,07;0,65
2020;U         ;Exploration;0,62;0,62
2020;U         ;Production;0,74;0,21
2020;U         ;Unspecified;0,22;0,15
2020;UU        ;Production;3,52;0
2020;V         ;Construction;4,52;0
2020;V         ;Drilling;6,8;0
2020;V         ;Exploration;0;0
2020;V         ;Production;2,8;0,67
2020;V         ;Unspecified;0;0
2020;W         ;Construction;0,67;0,18
2020;W         ;Drilling;1,38;0,3
2020;W         ;Exploration;1,11;0,22
2020;W         ;Production;0,75;0,26
2020;W         ;Unspecified;0,43;0,11
2020;X         ;Construction;2,42;0
2020;X         ;Drilling;1,61;1,07
2020;X         ;Production;0,97;0,19
2020;X         ;Unspecified;0;0
2020;Y         ;Construction;0,81;0
2020;Y         ;Drilling;0,91;0
2020;Y         ;Exploration;1,68;0
2020;Y         ;Production;2,66;0,89
2020;Y         ;Unspecified;0,45;0,22
2020;Z         ;Construction;0,95;0,32
2020;Z         ;Drilling;2;0,57
2020;Z         ;Exploration;0;0
2020;Z         ;Production;0,21;0,17
2020;Z         ;Unspecified;0,45;0
2021;A         ;Drilling;4,87;4,87
2021;A         ;Exploration;1,64;1,64
2021;AA        ;Construction;1,2;0
2021;AA        ;Drilling;0;0
2021;AA        ;Production;2,99;1
2021;AA        ;Unspecified;0;0
2021;B         ;Production;3,25;1,01
2021;BB        ;Construction;1,4;0,23
2021;BB        ;Drilling;2,02;0,78
2021;BB        ;Exploration;0;0
2021;BB        ;Production;0,29;0
2021;BB        ;Unspecified;0,44;0
2021;C         ;Production;2,08;0,99
2021;CC        ;Construction;2,53;1,27
2021;CC        ;Drilling;1,21;0
2021;CC        ;Exploration;0;0
2021;CC        ;Production;0,82;0,14
2021;CC        ;Unspecified;0,16;0
2021;D         ;Drilling;0;0
2021;D         ;Exploration;0;0
2021;D         ;Production;1,95;0
2021;DD        ;Construction;0,52;0,15
2021;DD        ;Drilling;1,75;0,22
2021;DD        ;Exploration;0;0
2021;DD        ;Production;0,87;0,23
2021;DD        ;Unspecified;0,15;0,03
2021;E         ;Drilling;1,81;1,81
2021;E         ;Unspecified;0;0
2021;EE        ;Construction;0;0
2021;EE        ;Drilling;0,2;0,18
2021;EE        ;Exploration;0;0
2021;EE        ;Production;0,32;0,18
2021;EE        ;Unspecified;0,13;0,13
2021;F         ;Exploration;0;0
2021;F         ;Production;1,14;0,85
2021;FF        ;Construction;0,29;0
2021;FF        ;Drilling;0,81;0,41
2021;FF        ;Production;0,43;0
2021;FF        ;Unspecified;0,2;0
2021;G         ;Construction;1,64;0,39
2021;G         ;Drilling;3,8;1,79
2021;G         ;Exploration;1,05;0
2021;G         ;Production;2,7;1,11
2021;H         ;Unspecified;2,59;0,76
2021;HH        ;Construction;1,8;0
2021;HH        ;Drilling;0,87;0,16
2021;HH        ;Exploration;1,09;0
2021;HH        ;Production;1,06;0,15
2021;HH        ;Unspecified;0,55;0
2021;I         ;Drilling;6,21;3,11
2021;I         ;Production;0;0
2021;II        ;Construction;0,14;0
2021;II        ;Drilling;1,5;0,5
2021;II        ;Production;0,36;0,11
2021;II        ;Unspecified;0,41;0
2021;J         ;Construction;3,8;2,53
2021;J         ;Drilling;0,63;0,63
2021;J         ;Production;1,91;0,64
2021;J         ;Unspecified;0,33;0,33
2021;JJ        ;Construction;0,95;0,12
2021;JJ        ;Drilling;2,77;0,22
2021;JJ        ;Exploration;0;0
2021;JJ        ;Production;1,03;0,31
2021;JJ        ;Unspecified;0,61;0,05
2021;K         ;Construction;2,46;0,64
2021;K         ;Drilling;4,26;0,69
2021;K         ;Exploration;0;0
2021;K         ;Production;3,04;0,84
2021;K         ;Unspecified;1,65;0,25
2021;KK        ;Construction;2,19;0
2021;KK        ;Drilling;2,88;0,58
2021;KK        ;Exploration;0;0
2021;KK        ;Production;4,5;0
2021;KK        ;Unspecified;1,03;0
2021;L         ;Construction;1,93;0
2021;L         ;Drilling;3,19;0,64
2021;L         ;Production;0,91;0,45
2021;L         ;Unspecified;1,68;1,12
2021;LL        ;Construction;0,26;0,04
2021;LL        ;Drilling;0,36;0,27
2021;LL        ;Exploration;0;0
2021;LL        ;Production;0,26;0,12
2021;LL        ;Unspecified;0,08;0,06
2021;M         ;Construction;2,84;0,57
2021;M         ;Drilling;2,68;0
2021;M         ;Exploration;0;0
2021;M         ;Production;1,98;0,61
2021;M         ;Unspecified;0,42;0,42
2021;MM        ;Construction;1,05;0
2021;MM        ;Drilling;3,66;0,38
2021;MM        ;Production;0,88;0,08
2021;MM        ;Unspecified;0;0
2021;N         ;Construction;0,48;0,43
2021;N         ;Drilling;1,32;0,66
2021;N         ;Exploration;0;0
2021;N         ;Production;0,75;0,43
2021;N         ;Unspecified;0,65;0,33
2021;NN        ;Exploration;0,44;0
2021;NN        ;Production;0,66;0,07
2021;NN        ;Unspecified;0,36;0
2021;O         ;Construction;1,66;1,05
2021;O         ;Drilling;1,95;0,45
2021;O         ;Exploration;0,53;0,53
2021;O         ;Production;0,96;0,38
2021;O         ;Unspecified;0,49;0
2021;OO        ;Construction;0,08;0,02
2021;OO        ;Drilling;1,2;0,13
2021;OO        ;Exploration;0;0
2021;OO        ;Production;0,17;0,06
2021;OO        ;Unspecified;0,68;0,14
2021;OVERALL   ;Construction;0,59;0,15
2021;OVERALL   ;Drilling;1,33;0,4
2021;OVERALL   ;Exploration;0,48;0,37
2021;OVERALL   ;OVERALL;0,77;0,22
2021;OVERALL   ;Production;0,79;0,25
2021;OVERALL   ;Unspecified;0,5;0,08
2021;P         ;Construction;0,97;0,32
2021;P         ;Drilling;1,55;0,77
2021;P         ;Exploration;1,88;1,88
2021;P         ;Production;1,02;0,39
2021;P         ;Unspecified;0,15;0
2021;PP        ;Construction;0,06;0,01
2021;PP        ;Drilling;0,6;0,18
2021;PP        ;Production;0,21;0,04
2021;PP        ;Unspecified;0,31;0
2021;Q         ;Drilling;0;0
2021;Q         ;Production;0,85;0,42
2021;Q         ;Unspecified;0;0
2021;QQ        ;Drilling;0;0
2021;QQ        ;Production;0;0
2021;R         ;Construction;1,46;0
2021;R         ;Drilling;1,77;1,18
2021;R         ;Production;6,6;0,75
2021;R         ;Unspecified;0,55;0
2021;RR        ;Drilling;0;0
2021;RR        ;Production;0;0
2021;RR        ;Unspecified;0;0
2021;S         ;Construction;0,81;0,81
2021;S         ;Drilling;0;0
2021;S         ;Exploration;0;0
2021;S         ;Production;0,43;0,43
2021;S         ;Unspecified;0;0
2021;SS        ;Unspecified;0;0
2021;TT        ;Drilling;0,52;0
2021;TT        ;Exploration;0;0
2021;TT        ;Production;0,87;0
2021;TT        ;Unspecified;0,51;0
2021;U         ;Construction;0;0
2021;U         ;Drilling;5,92;1,18
2021;U         ;Production;0;0
